text,name
"Using Hypertext for Online Informallon Needs in Data Entry Applications Duane Ressler, SAS Instttute Inc., Cary, NC Dee Stribling, SAS Instttute Inc., Cary, NC INTRODUCTION · Marching · In<ie></tablo of c o _ Many -aitua1iona in r&M8toh and bUS;I""!88S raquif'lll UOO(8 to enter data Inlo a computer system according to certain protocols or spec:iflClltionS. Ordor forms, Inverrtory, and ciink:al trials d .... an · bookmarks just a few examples. P1twIdrng a user-friendly Interface to data en- try software can help Incre.... bo1h productivity and accuracy. One · noi9s COOO$pt gaining acceptance for use In Inte_ d ..lgn Is the con· cePl of ~YP""rtext Hypertext generally ref.... t<> Ill. ability to ""rise · history. above"" text presented online by providing tools to Jump between Implementi~g these 'COmponents makes it easier lot U$8Ol1O nlWl- portionaof1extln a non-sequentlal manner. ""Text"" can refer to an- U.,8 f8fefenoe material from a book) online help tiOI""&eM;, or Qth81 g.... using the three link types. online documentation. Features commonly associated with hyper- text Include: the ability 10 link .between documents, attach notes Deslgn Conakleratlons to documonts, ..... """"""~m""""s (tile olootronicequi ··dont of turn- ing down a page), provide a history of a ""ssion, offer search Since 1fIs purpose of 1hese Unks and ~ertex1 system ~mpo straIegieo, and so on. nents Is to facilitate qtJlok aocess to Informatlonj when deS:lgmng a data entry systems which include Ihesa f&a:turas, it 18 Important Th.. peper suggests ways IIlatlll_ concepts and feature. associat- 10 -keep in mind tfHt following basic Interface design principles: ed Writh hypertext oould be applled 10 interfaces for data enuy ap-- plications. The paper focuses on how hypertext can p~da a new · present information 10 the user in .. oonsistGnt mennef dimension to data entry systems, and how you can use features available with SASCI> ~ to create such Inte(faces. Th8 paper · respond to user actions consis1ently oon",Sugi-91-02ResslerStribling.txt
"CONTROL had been set to ALWAYS in the programs [NIT section. This aspect of the SCL CONTROL PMENUS provide a <:onsislent user interface that is . feature provides the essence of the missing link. both familiar and easy to use by everyone The three parts of the PMENU-SCL link can be conversant with the Macintosh andlor MicroSoft sununarized as follows: Windows system environments. However. there is no direct link between PMENUs (which submit 1. Code the PMENU so that it issues invalid Display Manager commands and not SCL code) and OM statements for customized PMENU an SCL program. To garner the power and functions, flexibility of SCL as well as the user interface of 2. In the INIT section of the SCL program PMENUs a straightforward method to forge a link issue a CONTROL ALWAYS staternenL hetween these two is explained and then demonstrated by way of an application currently in 3. In the MAIN section of the SCL program use at NutraSweet R&D. provide constructs which. will trap and process these specific invalid OM strings. Note that these three parts must all be performed.",Sugi-91-03_Gibes.txt
"Improving the FSEDIT Procedure's Data Entry Applications with Release 6.06 of SASlFSp· Software and Sel William E. Dvora!<, Northwestern Mutual Life Introduction: - Update the master registration file - Send any records with errors back Each year Northwestem Mutual Ufe (NMl) lor corrections. holds an Annual Meeting of Agents with over 8000 attendees. The company also holds four regional This mix of data entry and batch processing created meetings w~h about 2000 people attending each. problems because of the delay in feedback for any The registration process for these meetings is very errors. Data entry personnel were not aware of lime consuming, especially a few years ago when errors untH the next morning. Correcting these errors required extra handling 01 the registration the entire process was done by hand. W«h the introduction of the SAS"" Software as a fourth gen- cards. With a flow of several hundred cards per day, eration language at NMl, the Agency department any extra handling increased the possibility 01 lost or mishandled cards. still, this system allowed us to decided to use SASlFSP""' to create a registration system. This system has been a great success in process the registration cards much more efficiently reducing the time and cost of the registration pro- than with a manual system. cess. But as the system evolved and the require- ments for ~ became more complex, the shortcomings Another issue that arose with the registration systemwaswRhthe userimerlace. As the registration of PROC FSEDIT lor data edtting and verification became more and more evident. The introduction of system was expanded and became more complex, release 6.06 01 the SAS Software and especiaUy we needed a user defined help facility and the ability Screen Control language has greatly improved in- to create pull-down selection lists for data entry of teractive data enrry applications. This paper delails certain codes. These items would be particularly some of the shortcomings w~h earli",Sugi-91-04 Dvorak.txt
"Anether more advanced example Is drawn from the formal Whenwrttlng anSCL program that reads Of updatesSAS® demonstration of SAS/SHARE software at SUGI15. You data sets concurrently wHh olhe, SCL programs or usars, need a system that allows a number of registrars to simul- there an> certain lachnlques you may employ when design- taneously enter SUGI registration information on behalf of Ing a program to maximize concurrency Md enSure data attendees, notably, for roundtable attendance. The regis- Integrny_ This paper explains lhe application of concurrent trars may add new roundtable sessions for an attendse or SCl programming, develops a methodclogy for producing change existing selections. You also need a method for such a program, and Illustrates these tachnlques wHh ex- roundtable administrators to update the roundtable sched- amplee. ule. You must ensure that registrars do not overbeok a ""roundtable ~opic] end that administrators do not reduce no capacity belowthe current number of registrants. Of oaurse",Sugi-91-05 Carney.txt
"Writing Efficient Screen Control Language Progrems Annette Harris, SAS Institute Inc., Cary, N.C. 5aeen Control Language was introdLlCed in Ver.oion e 01 SASiAP In Version 6 SOL, the same .a1idation can be done and macro vari- ables are nat required, as shown in Display 2- below. and SI\S/FSr- software. tt provides new power and lIe><ibillty 1<> full- screen applications. Ver.IiCJn 5 SI\SIAF application. are converted to V..-. 6 Ionnat using the CPORT and GlMPORT procedLwes IP .IUD' .,. -1ILll1L. U~ rur.nz , · ....IILUL or the V5Tove procedure. But there are some lecf1n1ques lI1al you rami'..JII51L · ""1.&\111 sltl('!n DIlL' 0111 CftlllJ'; your appIicaIIon Is most eIIIcIenI. whether can use to ensure _ lUI .JIN.. · j it is a new Version 6 application, or one converted from Version 5. In Ven;lon 501 SASI/IF software, the DISPLAY procedure was used to II""IOV<> from soreon 10 screen in a fufl-screenapplicatioo. The code generated III' the V...ion 6 compiler produces PROC DISPLAY statements. To lake advantage 01 the new performance ellia.noles. n is reoon,neilded thel M1ere possible. you - . PROC rnSPLAY .tatements and use the A. command 10 _ your application. The SI\S"" System roost be invoked with the OMS option In order to use the AF command. or Example Version 6 SOL for Valideflon Display 2 Tho CAll. DISPLAY routine would then be used to move between windows. This moans the procedun! - . not haw 10 end. submit (Note: the spedal system variable -BLANK... is available only in BAS statements, and then be reinvoked in order to continue pro- SASIAF software.) oessing. Obviously response flme between windows should be laster. ~e!hal PROC DISPlAY is.1II avaIabie H you execute the This bring. us 10 rOalures lI1al you can use thel will assist in making SI\S System in · fine.mode """""""""",,nment. your approcation ellicien1 end usolullo your users: teohnlques that Inorease produclivlly while developing the appiloaHoo. designs that When """""""""",,ng, you must_ whether you will be usin",Sugi-91-06 Harris.txt
"anada) Inc. · back to B partieularpoint in time, .. only for certain observations-, ABSTRACT · only lor ohanges mOOe by a psrticular operator. A ecilica1 component 01 many database update appli<:adons 1.lI1e ability 10 maintain a comple19 audit lrail, even when update Is inter· A ~Iback data set can also serve as an ina""emenlal backup. You rupted. This paper desaibes the implementation of an itJOml""OOntal can recreate an eaI1iervenionof Ihedatabas.e from the rotbackdala audit trail within the FSEOIT Procedure using Screen Control lan- set in'$tead Of $8.ving multiple copies of the dalabBSQ en a regu~ guage (SCL). This appliOatlon "",no without change on _ basis. platfonns under Release 6.06d!he $AS-System. Audit cIa1a ..... as CUfJent as each updated observation, allowing fOOQ't,i'Cry from UI'}-o- This- paparjswritten forda.labas&administra~. appIY:ation-sde~ expected interruptions to be comp4ele. Auditdala is stomd in a form operE, and malnt&nance programmers. The incrematrts.I audit ball which makes possible automatic rollback 10 earlier &lales 01 the provides .., added beoolit when you _ PROC FSEDIT to dalaba.e. The SCL """""""" that genera"","" audit data Is writWn 1D ba develop interlaces ID a database. EXAMPLE OF OUTPUT lfus.. independent 01 other SCl funClions thai may ba ntqUired by !he lrateothe typo 01 i"""""",""alian pmvided by !he rallbaok daIS set for a FSEDITappftcatlon.Oependenooonlhocla1astructureoitheediled typical upels'"" 5OS<ion. dala view or data file Is limited 1<1",Sugi-91-07 Fehlner.txt
"'HS laa nEt filii' II-CD Hr · .."" The application. ~ in the SAS' System (SASiAF"") leIS yoo "". design appklalions aoce ··ibIO through a win<lOw interlace. Each of 'Fl_ 11:1- en gL ~ those wfndows Is _ z e d by using PROC BUILD and is dIiven ""L UI dL by Screen C<Jn1rol Language (scq The usual method of producing ""n gL ""L ,,. gl- '"" ""I- graphics wflhln the _ of SASlflF _ is 10 submit ""'- ""I- ,"" uL 1... 7_ SASlGRAPH' _ I S In a SUBMIT block and view the ruuns ""... ..... .n .n ""I- in the GRAPH wiodow. The DATA S1ep Graphics Ioterfaoo (DSGI) ""I- I""'~ '~1n IMIt leIS yoo Issue grapMics commands in the _ of Screen ConIroI ,_111011 This is .....-luI ff yw want in SUBMIT _ Language .~~ to aula customized graphs or ff yoo want to display grapI1ics in a procedure thai does not penni! submitting axle, such as PROC FSEDIT. INTRODUCTION Display 1 POpulation Tree Data Entry Win<lOW The DATA Step Graphics Interlace is a ooIIecIion of functions that issue grapI1Ics oonrnands, either from It1e DATA step or from In the program section of this wirxfow. whenever the Create Graph Screen CcJntroj Language. In this way. they act lICe other SAS Iunc- push butIoo is selected, · \emporafy data set containing the male tions. such as TRIM or SUBSTR. The structure of cal. to It1e DATA responses, the female responses, and the text for eacI1 groop is Step 6fapI1iCS lnI8rfaoe is similar 10 that of the sections used In aeated. _ Controt Language. You initidle the g'aphIcs """""",roomon! by calIOlg GINITO aM end th",Sugi-91-08 Walker.txt
"A Maintenance Tool For RepoI1Ing On Release 6.06 SJSJ~ Applications ChrIs WIlliams, SAS Inslhute Inc., Cary, NC ABS1FIACT Developing applications with SAS!~ software This paper traces how maintenance needs ani InvoJvas cteallng compJex tools designed to ald In considered prior to tool deVelopment and cJesctlbes development and testing. TIlls paper presents the 1ha $AS System options thai provide you with a database of appIicatlonfsatures. Creating this database specifications consIdBred by deveIoperB whll .. creating relied upon an IIldraclion program written In the SAS sN3!AF applicalions. t10w SAS Is U89d to collect lhasa speclficaJions, and the SAS mportlng resources U89d language that Inhlally uses the BUILD prooedure and 1ha PRINT DISPlAY option to collect data from the for p!tIfectIng applicatioos. AddiIionally, cmallng expandable malntBnlll1C9 tools 9IlIIbIes _lepers to SJSJAF application. The subsequent maintenance too! depend on r&SOllIC8S Ulm ara able to grow, as queries this database for reporting and deVelopment purposes. appfK:8lions do. MAINTENANCE NEEDS The maintenance tool described herein enabled the SAS CBT (Computer-Based Training) _lepers to Defining SAS/AF maintenance needs prior 10 tool evaluate CBT products undergOing development. TIle design requires famlliarily with avaDable SAS system bulk of the maintenance tool involves extracting data from a file Cleated with Ule BUILD procedum and the options to (1) produce a database that meets programming demands and (2) oonstruct tools to PRINT DISPLAY option lor each ently. llle malnt9l18nC9 tool uses extraction data to pmsent aocess and raporl on. Once you know what Information Is gathered by lhe SAS System, you decide davelopetS with customized repollS of CBT producJs· specifications. Developers use SAS System generated which SAS resources to use for database creation and repor1 generation. reports to summarize parel1l-ohild ralatiooshlps, screen speclflcalions, Siring searches, and branching str",Sugi-91-09 Williams.txt
"Sl-SfCld.CTM _ _ Is a new p<oduot In ~e... 6.07 01111. SAs-- System. Converting Veroion 5 SAS/FSf'OI _n'-nl developed _ ""'. FSCALC proosduro to a Veroion 5 lonna! allows you to take advantage of tfle changes, ""nha.noements, and new features avaK· ""'"" ....1..11'4 able In VerSion 6 SASjCAJ...!'j 9Oflvtare. k'llhis pape..; we first show (IkI'ITU,) _ _ _ _ ..HII01 an e.....ple of a oimple Ve"",ion 5 PROC FSCALC _1Ioa~on. We ""'at eppIlcation and .how how to do H wi'"" SASfCld.C ""'en take -------- oof\ware. WlII1 tho Version 6 _I!cation, .... show severalonhance- .... m ., menb 10 -the Veraion .5 application that take advantage of some of ---'_---.J_ ~ I ff1 tho newfea\u"",. of Ve,oion 6 of 1110 SI-S ~lem. === ==",Sugi-91-10 Berryman Ragland.txt
"as realistic and controlled an environment as possible. For this rea- son, this paper cannot make any definitive claims concerning when The intrexiuction Of the Sal procedure In Release 6.06 provides the PROC Sal should be used for efficiency reasons. SAS· applications developer with a powerful new data management tool. When determining what coding techniques are to be used in While comparing PROC SOL with other techniques, some general a production application, you may want to consider PRoe Sal as observations about the comparative efficiency of PROC SOL were an alternative to traditional SAS DATA and PROC step methods. made. In general it was found that DATA steps can be written to Using examples based on real applications, this paper compares be more efficient than PROC Sal for most simple queries. For using PRoe Sal with other techniques and presents guidelines for exampte, Table 1 shows CPU time and EXCP count statistics (col- the use of PROC SOL and Structured Ouery Language (SOL1 lected under MVS) for programs that count the observations and views. create a new data set for a particular value of variable DEPT, repre- senting about 12 percent of a 200,000 observation data set. A",Sugi-91-100 Rabb.txt
